Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MPDX In-n-out,Chrome 68.0.3440.106,,2018-09-10 14:52:06,2018-09-10 14:52:15,9.037s,PASSED
,,,,,,
Test Cases/MPDX-login,Chrome 68.0.3440.106,,2018-09-10 14:52:06,2018-09-10 14:52:11,5.440s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-10 14:52:06,2018-09-10 14:52:08,1.525s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-10 14:52:08,2018-09-10 14:52:09,1.255s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 14:52:09,2018-09-10 14:52:10,0.969s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-10 14:52:10,2018-09-10 14:52:10,0.150s,PASSED
setEncryptedText,Chrome 68.0.3440.106,,2018-09-10 14:52:10,2018-09-10 14:52:10,0.128s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 14:52:10,2018-09-10 14:52:11,1.196s,PASSED
,,,,,,
Test Cases/MPDX-logout,Chrome 68.0.3440.106,,2018-09-10 14:52:11,2018-09-10 14:52:15,3.196s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 14:52:11,2018-09-10 14:52:14,2.309s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 14:52:14,2018-09-10 14:52:14,0.085s,PASSED
click,Chrome 68.0.3440.106,,2018-09-10 14:52:14,2018-09-10 14:52:15,0.713s,PASSED
