Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MPDX In-n-out,Chrome 70.0.3538.102,,2018-11-26 16:57:20,2018-11-26 16:58:18,57.626s,PASSED
,,,,,,
Test Cases/MPDX-login-localhost,Chrome 70.0.3538.102,,2018-11-26 16:57:21,2018-11-26 16:57:50,29.669s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-26 16:57:22,2018-11-26 16:57:26,4.217s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-26 16:57:26,2018-11-26 16:57:29,3.187s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:29,2018-11-26 16:57:34,4.657s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-26 16:57:34,2018-11-26 16:57:38,4.172s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-26 16:57:38,2018-11-26 16:57:41,3.155s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:41,2018-11-26 16:57:44,2.757s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:44,2018-11-26 16:57:48,4.323s,PASSED
,,,,,,
Test Cases/MPDX-dashboard,Chrome 70.0.3538.102,,2018-11-26 16:57:50,2018-11-26 16:58:05,15.070s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-26 16:57:51,2018-11-26 16:57:51,0.004s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.102,,2018-11-26 16:57:51,2018-11-26 16:57:51,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:57:51,2018-11-26 16:57:53,2.301s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:53,2018-11-26 16:57:55,2.082s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:55,2018-11-26 16:57:57,2.086s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:57,2018-11-26 16:57:59,2.093s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:57:59,2018-11-26 16:58:01,2.085s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:58:01,2018-11-26 16:58:03,2.066s,PASSED
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
switchToWindowTitle,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
switchToWindowTitle,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.004s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.008s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-26 16:58:03,2018-11-26 16:58:03,0.001s,NOT_RUN
