Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MPDX In-n-out,Chrome 70.0.3538.102,,2018-11-13 20:47:56,2018-11-13 20:49:12,1m - 16.372s,PASSED
,,,,,,
Test Cases/MPDX-login-localhost,Chrome 70.0.3538.102,,2018-11-13 20:47:56,2018-11-13 20:48:40,44.094s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-13 20:47:58,2018-11-13 20:48:09,10.883s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-13 20:48:09,2018-11-13 20:48:14,4.863s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:14,2018-11-13 20:48:21,6.547s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:21,2018-11-13 20:48:25,4.425s,PASSED
setEncryptedText,Chrome 70.0.3538.102,,2018-11-13 20:48:25,2018-11-13 20:48:29,3.530s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:29,2018-11-13 20:48:32,2.954s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:32,2018-11-13 20:48:38,6.569s,PASSED
,,,,,,
Test Cases/MPDX-dashboard,Chrome 70.0.3538.102,,2018-11-13 20:48:40,2018-11-13 20:48:58,17.920s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-13 20:48:41,2018-11-13 20:48:41,0.006s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.102,,2018-11-13 20:48:41,2018-11-13 20:48:41,0.005s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:41,2018-11-13 20:48:45,3.695s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:45,2018-11-13 20:48:47,2.143s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:47,2018-11-13 20:48:49,2.349s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:49,2018-11-13 20:48:52,2.561s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:52,2018-11-13 20:48:54,2.146s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:54,2018-11-13 20:48:56,2.112s,PASSED
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.007s,NOT_RUN
switchToWindowTitle,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.005s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.007s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.018s,NOT_RUN
switchToWindowTitle,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.021s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.015s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.004s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.006s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.006s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
switchToWindowTitle,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.003s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
setText,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.001s,NOT_RUN
click,Chrome 70.0.3538.102,,2018-11-13 20:48:56,2018-11-13 20:48:56,0.002s,NOT_RUN
,,,,,,
Test Cases/MPDX-logout,Chrome 70.0.3538.102,,2018-11-13 20:48:58,2018-11-13 20:49:12,13.722s,PASSED
