Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MPDX In-n-out,Chrome 70.0.3538.110,,2018-12-11 16:54:26,2018-12-11 16:55:21,55.420s,PASSED
,,,,,,
Test Cases/MPDX-login-localhost,Chrome 70.0.3538.110,,2018-12-11 16:54:26,2018-12-11 16:54:53,27.567s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-11 16:54:26,2018-12-11 16:54:31,4.286s,PASSED
navigateToUrl,Chrome 70.0.3538.110,,2018-12-11 16:54:31,2018-12-11 16:54:34,2.866s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:54:34,2018-12-11 16:54:37,3.427s,PASSED
setText,Chrome 70.0.3538.110,,2018-12-11 16:54:37,2018-12-11 16:54:41,4.170s,PASSED
setEncryptedText,Chrome 70.0.3538.110,,2018-12-11 16:54:41,2018-12-11 16:54:44,3.206s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:54:44,2018-12-11 16:54:47,2.650s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:54:47,2018-12-11 16:54:51,4.219s,PASSED
,,,,,,
Test Cases/MPDX-dashboard,Chrome 70.0.3538.110,,2018-12-11 16:54:53,2018-12-11 16:55:08,15.009s,PASSED
openBrowser,Chrome 70.0.3538.110,,2018-12-11 16:54:54,2018-12-11 16:54:54,0.016s,NOT_RUN
navigateToUrl,Chrome 70.0.3538.110,,2018-12-11 16:54:54,2018-12-11 16:54:54,0.014s,NOT_RUN
click,Chrome 70.0.3538.110,,2018-12-11 16:54:54,2018-12-11 16:54:56,2.092s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:54:56,2018-12-11 16:54:58,2.093s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:54:58,2018-12-11 16:55:00,2.223s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:55:00,2018-12-11 16:55:02,2.076s,PASSED
click,Chrome 70.0.3538.110,,2018-12-11 16:55:02,2018-12-11 16:55:04,2.085s,PASSED
